opportunity_id,account_id,owner_id,opportunity_name,opportunity_type,stage_name,forecast_category,amount,currency_code,term_months,created_date,close_date,is_closed,is_won,contract_id
OPP-000330,ACC-0100,USR-025,Smith-Frost - New Business,New Business,Closed Won,Closed,321000.0,USD,12,2024-07-25,2024-11-22,1,1,CTR-00318
OPP-000331,ACC-0100,USR-025,Smith-Frost - Expansion,Expansion,Closed Won,Closed,48000.0,USD,12,2025-07-21,2025-08-22,1,1,CTR-00319
OPP-000332,ACC-0100,USR-025,Smith-Frost - Expansion,Expansion,Closed Won,Closed,45000.0,USD,12,2025-08-26,2025-10-22,1,1,CTR-00320
OPP-000333,ACC-0100,USR-025,Smith-Frost - Renewal,Renewal,Closed Won,Closed,396000.0,USD,12,2025-09-22,2025-11-23,1,1,CTR-00321
OPP-000334,ACC-0101,USR-011,"Mcdaniel, Bentley and Mclaughlin - New Business",New Business,Closed Won,Closed,28000.0,USD,36,2023-03-10,2023-07-08,1,1,CTR-00322
OPP-000335,ACC-0101,USR-011,"Mcdaniel, Bentley and Mclaughlin - Renewal",Renewal,Closed Won,Closed,28000.0,USD,12,2024-04-30,2024-07-13,1,1,CTR-00323
OPP-000336,ACC-0101,USR-011,"Mcdaniel, Bentley and Mclaughlin - Expansion",Expansion,Closed Won,Closed,14000.0,USD,24,2024-08-28,2024-10-24,1,1,CTR-00324
OPP-000337,ACC-0101,USR-011,"Mcdaniel, Bentley and Mclaughlin - Renewal",Renewal,Closed Won,Closed,42000.0,USD,12,2025-05-05,2025-07-25,1,1,CTR-00325
OPP-000338,ACC-0102,USR-016,Diaz Inc - New Business,New Business,Closed Won,Closed,534000.0,USD,12,2025-01-18,2025-03-06,1,1,CTR-00326
OPP-000339,ACC-0102,USR-016,Diaz Inc - Expansion,Expansion,Closed Won,Closed,60000.0,USD,12,2025-03-19,2025-06-11,1,1,CTR-00327
OPP-000340,ACC-0102,USR-016,Diaz Inc - Expansion,Expansion,Closed Won,Closed,84000.0,USD,12,2025-08-20,2025-09-20,1,1,CTR-00328
OPP-000341,ACC-0103,USR-024,"Mccall, Hanson and Alvarado - New Business",New Business,Closed Won,Closed,304000.0,USD,36,2024-11-25,2025-01-17,1,1,CTR-00329
OPP-000342,ACC-0103,USR-024,"Mccall, Hanson and Alvarado - Expansion",Expansion,Closed Won,Closed,96000.0,USD,12,2025-10-11,2025-12-12,1,1,CTR-00330
OPP-000343,ACC-0103,USR-024,"Mccall, Hanson and Alvarado - Expansion",Expansion,Closed Won,Closed,16000.0,USD,12,2025-10-14,2025-12-22,1,1,CTR-00331
OPP-000344,ACC-0103,USR-024,"Mccall, Hanson and Alvarado - Expansion",Expansion,Closed Won,Closed,165000.0,USD,24,2025-10-25,2025-12-20,1,1,CTR-00332
OPP-000345,ACC-0104,USR-024,Cortez LLC - New Business,New Business,Closed Won,Closed,158000.0,USD,12,2025-04-01,2025-07-01,1,1,CTR-00333
OPP-000346,ACC-0104,USR-024,Cortez LLC - Expansion,Expansion,Closed Won,Closed,198000.0,USD,12,2025-09-19,2025-11-04,1,1,CTR-00334
OPP-000347,ACC-0104,USR-024,Cortez LLC - Expansion,Expansion,Closed Won,Closed,22000.0,USD,36,2025-08-19,2025-12-07,1,1,CTR-00335
OPP-000348,ACC-0105,USR-015,"Parker, Ortiz and Powell - New Business",New Business,Closed Won,Closed,456000.0,USD,12,2024-06-04,2024-09-24,1,1,CTR-00336
OPP-000349,ACC-0105,USR-015,"Parker, Ortiz and Powell - Renewal",Renewal,Closed Won,Closed,456000.0,USD,12,2025-07-31,2025-09-03,1,1,CTR-00337
OPP-000350,ACC-0106,USR-014,Spencer-Lee - New Business,New Business,Closed Won,Closed,1010000.0,EUR,12,2022-11-23,2023-02-13,1,1,CTR-00338
OPP-000351,ACC-0106,USR-014,Spencer-Lee - Renewal,Renewal,Closed Won,Closed,1010000.0,EUR,12,2023-10-17,2024-02-01,1,1,CTR-00339
OPP-000352,ACC-0106,USR-014,Spencer-Lee - Renewal,Renewal,Closed Won,Closed,1010000.0,EUR,36,2024-10-28,2025-02-25,1,1,CTR-00340
OPP-000353,ACC-0106,USR-014,Spencer-Lee - Expansion,Expansion,Closed Won,Closed,190000.0,EUR,36,2025-07-10,2025-08-17,1,1,CTR-00341
OPP-000354,ACC-0107,USR-015,"Bentley, Byrd and Orr - New Business",New Business,Closed Won,Closed,210000.0,USD,12,2023-09-01,2023-10-16,1,1,CTR-00342
OPP-000355,ACC-0107,USR-015,"Bentley, Byrd and Orr - Expansion",Expansion,Closed Won,Closed,242000.0,USD,36,2024-01-20,2024-05-10,1,1,CTR-00343
OPP-000356,ACC-0107,USR-015,"Bentley, Byrd and Orr - Renewal",Renewal,Closed Won,Closed,452000.0,USD,12,2024-07-14,2024-10-18,1,1,CTR-00344
OPP-000357,ACC-0107,USR-015,"Bentley, Byrd and Orr - Renewal",Renewal,Closed Won,Closed,452000.0,USD,12,2025-09-07,2025-10-02,1,1,CTR-00345
OPP-000358,ACC-0108,USR-005,"Carroll, Sullivan and Bass - New Business",New Business,Closed Won,Closed,208000.0,USD,36,2024-04-21,2024-07-07,1,1,CTR-00346
OPP-000359,ACC-0108,USR-005,"Carroll, Sullivan and Bass - Expansion",Expansion,Closed Won,Closed,760000.0,USD,36,2024-10-02,2024-12-03,1,1,CTR-00347
OPP-000360,ACC-0108,USR-005,"Carroll, Sullivan and Bass - Renewal",Renewal,Closed Won,Closed,950000.0,USD,12,2025-05-15,2025-07-04,1,1,CTR-00348
OPP-000361,ACC-0108,USR-005,"Carroll, Sullivan and Bass - Expansion",Expansion,Closed Won,Closed,84000.0,USD,36,2025-03-17,2025-07-05,1,1,CTR-00349
OPP-000362,ACC-0108,USR-005,"Carroll, Sullivan and Bass - Churn",Churn,Closed Lost,Omitted,1034000.0,USD,12,2025-07-28,2025-09-21,1,0,
OPP-000363,ACC-0109,USR-023,Mitchell-Jordan - New Business,New Business,Closed Won,Closed,482000.0,USD,12,2023-01-14,2023-04-23,1,1,CTR-00350
OPP-000364,ACC-0109,USR-023,Mitchell-Jordan - Renewal,Renewal,Closed Won,Closed,464000.0,USD,12,2024-03-12,2024-04-06,1,1,CTR-00351
OPP-000365,ACC-0109,USR-023,Mitchell-Jordan - Renewal,Renewal,Closed Won,Closed,464000.0,USD,12,2025-03-04,2025-04-26,1,1,CTR-00352
OPP-000366,ACC-0110,USR-002,"Lawson, Morris and Ramos - New Business",New Business,Closed Won,Closed,84000.0,USD,24,2024-08-24,2024-11-16,1,1,CTR-00353
OPP-000367,ACC-0110,USR-002,"Lawson, Morris and Ramos - Expansion",Expansion,Closed Won,Closed,112000.0,USD,12,2025-03-11,2025-06-24,1,1,CTR-00354
OPP-000368,ACC-0110,USR-002,"Lawson, Morris and Ramos - Renewal",Renewal,Closed Won,Closed,196000.0,USD,12,2025-08-04,2025-11-01,1,1,CTR-00355
OPP-000369,ACC-0110,USR-002,"Lawson, Morris and Ramos - Churn",Churn,Closed Lost,Omitted,196000.0,USD,12,2025-11-23,2025-12-21,1,0,
OPP-000370,ACC-0111,USR-002,"Lewis, Kennedy and Santana - New Business",New Business,Closed Won,Closed,360000.0,USD,36,2024-11-28,2025-03-16,1,1,CTR-00356
OPP-000371,ACC-0111,USR-002,"Lewis, Kennedy and Santana - Expansion",Expansion,Closed Won,Closed,36000.0,USD,12,2025-05-15,2025-08-12,1,1,CTR-00357
OPP-000372,ACC-0111,USR-002,"Lewis, Kennedy and Santana - Expansion",Expansion,Closed Won,Closed,56000.0,USD,12,2025-11-06,2025-12-22,1,1,CTR-00358
OPP-000373,ACC-0112,USR-008,"Jackson, Miller and Robertson - New Business",New Business,Closed Won,Closed,66000.0,EUR,36,2024-12-10,2025-01-22,1,1,CTR-00359
OPP-000374,ACC-0112,USR-008,"Jackson, Miller and Robertson - Expansion",Expansion,Closed Won,Closed,132000.0,EUR,12,2024-12-13,2025-04-02,1,1,CTR-00360
OPP-000375,ACC-0112,USR-008,"Jackson, Miller and Robertson - Downgrade",Downgrade,Closed Won,Closed,-154000.0,EUR,12,2025-10-16,2025-11-15,1,1,CTR-00361
OPP-000376,ACC-0113,USR-008,"Harvey, Davis and Crane - New Business",New Business,Closed Won,Closed,1045000.0,GBP,12,2022-11-17,2023-02-19,1,1,CTR-00362
OPP-000377,ACC-0113,USR-008,"Harvey, Davis and Crane - Renewal",Renewal,Closed Won,Closed,1045000.0,GBP,12,2023-11-28,2024-02-09,1,1,CTR-00363
OPP-000378,ACC-0113,USR-008,"Harvey, Davis and Crane - Renewal",Renewal,Closed Won,Closed,1045000.0,GBP,12,2024-12-05,2025-02-13,1,1,CTR-00364
OPP-000379,ACC-0113,USR-008,"Harvey, Davis and Crane - Expansion",Expansion,Closed Won,Closed,112000.0,GBP,12,2025-02-01,2025-05-01,1,1,CTR-00365
OPP-000380,ACC-0114,USR-024,Chambers and Sons - New Business,New Business,Closed Won,Closed,60000.0,USD,12,2025-03-24,2025-05-07,1,1,CTR-00366
OPP-000381,ACC-0115,USR-009,Hernandez Inc - New Business,New Business,Closed Won,Closed,208000.0,USD,12,2024-07-30,2024-11-07,1,1,CTR-00367
OPP-000382,ACC-0115,USR-009,Hernandez Inc - Renewal,Renewal,Closed Won,Closed,200000.0,USD,12,2025-09-22,2025-11-02,1,1,CTR-00368
OPP-000383,ACC-0116,USR-024,Riggs PLC - New Business,New Business,Closed Won,Closed,95000.0,USD,36,2024-05-17,2024-07-02,1,1,CTR-00369
OPP-000384,ACC-0116,USR-024,Riggs PLC - Expansion,Expansion,Closed Won,Closed,216000.0,USD,36,2024-10-12,2024-12-03,1,1,CTR-00370
OPP-000385,ACC-0116,USR-024,Riggs PLC - Renewal,Renewal,Closed Won,Closed,311000.0,USD,24,2025-04-21,2025-07-16,1,1,CTR-00371
OPP-000386,ACC-0117,USR-014,Gibson Ltd - New Business,New Business,Closed Won,Closed,1265000.0,EUR,12,2023-03-04,2023-06-24,1,1,CTR-00372
OPP-000387,ACC-0117,USR-014,Gibson Ltd - Renewal,Renewal,Closed Won,Closed,1265000.0,EUR,24,2024-05-08,2024-06-04,1,1,CTR-00373
OPP-000388,ACC-0117,USR-014,Gibson Ltd - Expansion,Expansion,Closed Won,Closed,252000.0,EUR,12,2024-10-14,2024-11-27,1,1,CTR-00374
OPP-000389,ACC-0117,USR-014,Gibson Ltd - Renewal,Renewal,Closed Won,Closed,1517000.0,EUR,36,2025-03-13,2025-06-06,1,1,CTR-00375
OPP-000390,ACC-0117,USR-014,Gibson Ltd - Churn,Churn,Closed Lost,Omitted,1517000.0,EUR,12,2025-04-10,2025-07-20,1,0,
OPP-000391,ACC-0118,USR-016,"Lee, Horton and Snyder - New Business",New Business,Closed Won,Closed,1183000.0,USD,36,2023-02-02,2023-02-27,1,1,CTR-00376
OPP-000392,ACC-0118,USR-016,"Lee, Horton and Snyder - Renewal",Renewal,Closed Won,Closed,1165000.0,USD,24,2023-12-02,2024-02-26,1,1,CTR-00377
OPP-000393,ACC-0118,USR-016,"Lee, Horton and Snyder - Renewal",Renewal,Closed Won,Closed,1165000.0,USD,24,2024-10-23,2025-02-19,1,1,CTR-00378
OPP-000394,ACC-0118,USR-016,"Lee, Horton and Snyder - Downgrade",Downgrade,Closed Won,Closed,-60000.0,USD,36,2025-01-13,2025-04-09,1,1,CTR-00379
OPP-000395,ACC-0118,USR-016,"Lee, Horton and Snyder - Expansion",Expansion,Closed Won,Closed,28000.0,USD,12,2025-05-18,2025-08-20,1,1,CTR-00380
OPP-000396,ACC-0119,USR-005,Hernandez Ltd - New Business,New Business,Closed Won,Closed,180000.0,USD,12,2023-11-20,2024-02-01,1,1,CTR-00381
OPP-000397,ACC-0119,USR-005,Hernandez Ltd - Expansion,Expansion,Closed Won,Closed,126000.0,USD,12,2024-05-01,2024-08-12,1,1,CTR-00382
OPP-000398,ACC-0119,USR-005,Hernandez Ltd - Renewal,Renewal,Closed Won,Closed,306000.0,USD,12,2025-01-05,2025-02-25,1,1,CTR-00383
OPP-000399,ACC-0119,USR-005,Hernandez Ltd - Expansion,Expansion,Closed Won,Closed,54000.0,USD,24,2024-12-12,2025-03-18,1,1,CTR-00384
OPP-000400,ACC-0120,USR-005,Stafford Inc - New Business,New Business,Closed Won,Closed,406000.0,USD,12,2024-01-03,2024-04-26,1,1,CTR-00385
OPP-000401,ACC-0120,USR-005,Stafford Inc - Expansion,Expansion,Closed Won,Closed,196000.0,USD,12,2024-09-20,2024-10-26,1,1,CTR-00386
OPP-000402,ACC-0120,USR-005,Stafford Inc - Renewal,Renewal,Closed Won,Closed,602000.0,USD,12,2025-01-30,2025-04-20,1,1,CTR-00387
OPP-000403,ACC-0120,USR-005,Stafford Inc - Expansion,Expansion,Closed Won,Closed,90000.0,USD,12,2025-06-07,2025-07-12,1,1,CTR-00388
OPP-000404,ACC-0120,USR-005,Stafford Inc - Expansion,Expansion,Closed Won,Closed,180000.0,USD,36,2025-09-01,2025-12-13,1,1,CTR-00389
OPP-000405,ACC-0121,USR-017,Robinson-Brock - New Business,New Business,Closed Won,Closed,54000.0,EUR,36,2024-07-13,2024-09-01,1,1,CTR-00390
OPP-000406,ACC-0121,USR-017,Robinson-Brock - Expansion,Expansion,Closed Won,Closed,54000.0,EUR,36,2025-01-16,2025-03-12,1,1,CTR-00391
OPP-000407,ACC-0121,USR-017,Robinson-Brock - Renewal,Renewal,Closed Won,Closed,108000.0,EUR,12,2025-07-05,2025-09-03,1,1,CTR-00392
OPP-000408,ACC-0121,USR-017,Robinson-Brock - Expansion,Expansion,Closed Won,Closed,132000.0,EUR,24,2025-09-04,2025-12-13,1,1,CTR-00393
OPP-000409,ACC-0122,USR-018,"Holmes, Williams and Wright - New Business",New Business,Closed Won,Closed,30000.0,USD,36,2023-05-11,2023-07-19,1,1,CTR-00394
OPP-000410,ACC-0122,USR-018,"Holmes, Williams and Wright - Renewal",Renewal,Closed Won,Closed,30000.0,USD,12,2024-04-06,2024-07-13,1,1,CTR-00395
OPP-000411,ACC-0122,USR-018,"Holmes, Williams and Wright - Renewal",Renewal,Closed Won,Closed,30000.0,USD,12,2025-04-20,2025-07-06,1,1,CTR-00396
OPP-000412,ACC-0122,USR-018,"Holmes, Williams and Wright - Expansion",Expansion,Closed Won,Closed,30000.0,USD,36,2025-10-03,2025-12-10,1,1,CTR-00397
OPP-000413,ACC-0123,USR-023,Bryant Group - New Business,New Business,Closed Won,Closed,952000.0,USD,12,2025-05-21,2025-07-16,1,1,CTR-00398
OPP-000414,ACC-0123,USR-023,Bryant Group - Expansion,Expansion,Closed Won,Closed,126000.0,USD,12,2025-07-31,2025-11-22,1,1,CTR-00399
OPP-000415,ACC-0123,USR-023,Bryant Group - Downgrade,Downgrade,Closed Won,Closed,-380000.0,USD,12,2025-09-15,2025-12-17,1,1,CTR-00400
OPP-000416,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - New Business",New Business,Closed Won,Closed,105000.0,GBP,12,2022-09-30,2023-01-03,1,1,CTR-00401
OPP-000417,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - Renewal",Renewal,Closed Won,Closed,105000.0,GBP,12,2023-12-05,2024-01-24,1,1,CTR-00402
OPP-000418,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - Downgrade",Downgrade,Closed Won,Closed,-45000.0,GBP,12,2024-03-19,2024-05-08,1,1,CTR-00403
OPP-000419,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - Expansion",Expansion,Closed Won,Closed,45000.0,GBP,12,2024-07-31,2024-09-04,1,1,CTR-00404
OPP-000420,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - Renewal",Renewal,Closed Won,Closed,105000.0,GBP,24,2024-09-29,2025-01-01,1,1,CTR-00405
OPP-000421,ACC-0124,USR-010,"Schmidt, Hansen and Stewart - Expansion",Expansion,Closed Won,Closed,90000.0,GBP,12,2025-07-15,2025-10-11,1,1,CTR-00406
OPP-000422,ACC-0125,USR-021,Salazar-Ball - New Business,New Business,Closed Won,Closed,338000.0,USD,36,2025-01-30,2025-05-02,1,1,CTR-00407
OPP-000423,ACC-0125,USR-021,Salazar-Ball - Expansion,Expansion,Closed Won,Closed,32000.0,USD,12,2025-06-11,2025-08-15,1,1,CTR-00408
OPP-000424,ACC-0125,USR-021,Salazar-Ball - Downgrade,Downgrade,Closed Won,Closed,-56000.0,USD,12,2025-10-13,2025-11-19,1,1,CTR-00409
OPP-000425,ACC-0126,USR-009,"Simmons, Meadows and Griffin - New Business",New Business,Closed Won,Closed,262000.0,USD,12,2023-09-01,2023-11-11,1,1,CTR-00410
OPP-000426,ACC-0126,USR-009,"Simmons, Meadows and Griffin - Renewal",Renewal,Closed Won,Closed,254000.0,USD,24,2024-08-28,2024-11-12,1,1,CTR-00411
OPP-000427,ACC-0126,USR-009,"Simmons, Meadows and Griffin - Renewal",Renewal,Closed Won,Closed,254000.0,USD,12,2025-07-31,2025-11-06,1,1,CTR-00412
OPP-000428,ACC-0127,USR-004,Manning Group - New Business,New Business,Closed Won,Closed,212000.0,USD,36,2023-01-06,2023-05-05,1,1,CTR-00413
OPP-000429,ACC-0127,USR-004,Manning Group - Renewal,Renewal,Closed Won,Closed,204000.0,USD,12,2024-04-04,2024-05-16,1,1,CTR-00414
OPP-000430,ACC-0127,USR-004,Manning Group - Renewal,Renewal,Closed Won,Closed,204000.0,USD,36,2025-03-20,2025-05-24,1,1,CTR-00415
OPP-000431,ACC-0128,USR-023,Green-Wright - New Business,New Business,Closed Won,Closed,975000.0,USD,24,2024-12-12,2025-02-02,1,1,CTR-00416
OPP-000432,ACC-0128,USR-023,Green-Wright - Expansion,Expansion,Closed Won,Closed,475000.0,USD,12,2025-03-16,2025-06-01,1,1,CTR-00417
OPP-000433,ACC-0128,USR-023,Green-Wright - Expansion,Expansion,Closed Won,Closed,308000.0,USD,12,2025-08-31,2025-12-07,1,1,CTR-00418
OPP-000434,ACC-0129,USR-016,"Ramirez, Strickland and Washington - New Business",New Business,Closed Won,Closed,114000.0,USD,36,2024-03-28,2024-07-25,1,1,CTR-00419
OPP-000435,ACC-0129,USR-016,"Ramirez, Strickland and Washington - Expansion",Expansion,Closed Won,Closed,96000.0,USD,12,2024-08-10,2024-11-21,1,1,CTR-00420
OPP-000436,ACC-0129,USR-016,"Ramirez, Strickland and Washington - Renewal",Renewal,Closed Won,Closed,192000.0,USD,36,2025-05-29,2025-07-03,1,1,CTR-00421
OPP-000437,ACC-0130,USR-004,Hill Inc - New Business,New Business,Closed Won,Closed,316000.0,USD,12,2023-04-07,2023-06-21,1,1,CTR-00422
OPP-000438,ACC-0130,USR-004,Hill Inc - Renewal,Renewal,Closed Won,Closed,308000.0,USD,36,2024-03-30,2024-06-15,1,1,CTR-00423
OPP-000439,ACC-0130,USR-004,Hill Inc - Expansion,Expansion,Closed Won,Closed,22000.0,USD,12,2024-09-30,2024-11-24,1,1,CTR-00424
OPP-000440,ACC-0130,USR-004,Hill Inc - Renewal,Renewal,Closed Won,Closed,330000.0,USD,12,2025-04-22,2025-06-07,1,1,CTR-00425
OPP-000441,ACC-0131,USR-024,"Mitchell, Nelson and Flores - New Business",New Business,Closed Won,Closed,134000.0,USD,12,2023-12-21,2024-01-25,1,1,CTR-00426
OPP-000442,ACC-0131,USR-024,"Mitchell, Nelson and Flores - Renewal",Renewal,Closed Won,Closed,126000.0,USD,12,2024-11-17,2025-01-10,1,1,CTR-00427
OPP-000443,ACC-0132,USR-017,"Miller, Hernandez and Reyes - New Business",New Business,Closed Won,Closed,66000.0,GBP,12,2023-07-03,2023-08-01,1,1,CTR-00428
OPP-000444,ACC-0132,USR-017,"Miller, Hernandez and Reyes - Renewal",Renewal,Closed Won,Closed,66000.0,GBP,12,2024-07-04,2024-08-15,1,1,CTR-00429
OPP-000445,ACC-0132,USR-017,"Miller, Hernandez and Reyes - Downgrade",Downgrade,Closed Won,Closed,-44000.0,GBP,36,2024-06-14,2024-09-14,1,1,CTR-00430
OPP-000446,ACC-0132,USR-017,"Miller, Hernandez and Reyes - Renewal",Renewal,Closed Won,Closed,22000.0,GBP,12,2025-06-25,2025-08-18,1,1,CTR-00431
OPP-000447,ACC-0133,USR-005,Mccarthy Inc - New Business,New Business,Closed Won,Closed,204000.0,USD,12,2024-11-02,2025-02-01,1,1,CTR-00432
OPP-000448,ACC-0133,USR-005,Mccarthy Inc - Expansion,Expansion,Closed Won,Closed,140000.0,USD,24,2025-05-06,2025-07-25,1,1,CTR-00433
OPP-000449,ACC-0133,USR-005,Mccarthy Inc - Expansion,Expansion,Closed Won,Closed,30000.0,USD,12,2025-10-24,2025-12-12,1,1,CTR-00434
OPP-000450,ACC-0134,USR-013,Russell-Daniels - New Business,New Business,Closed Won,Closed,90000.0,USD,36,2023-12-16,2024-02-27,1,1,CTR-00435
OPP-000451,ACC-0134,USR-013,Russell-Daniels - Renewal,Renewal,Closed Won,Closed,90000.0,USD,36,2024-11-05,2025-02-26,1,1,CTR-00436
OPP-000452,ACC-0134,USR-013,Russell-Daniels - Churn,Churn,Closed Lost,Omitted,90000.0,USD,12,2025-04-24,2025-06-22,1,0,
OPP-000453,ACC-0135,USR-018,Brown-Wall - New Business,New Business,Closed Won,Closed,139000.0,USD,36,2023-07-30,2023-10-20,1,1,CTR-00437
OPP-000454,ACC-0135,USR-018,Brown-Wall - Renewal,Renewal,Closed Won,Closed,114000.0,USD,12,2024-09-21,2024-10-18,1,1,CTR-00438
OPP-000455,ACC-0135,USR-018,Brown-Wall - Expansion,Expansion,Closed Won,Closed,60000.0,USD,12,2025-04-11,2025-08-05,1,1,CTR-00439
OPP-000456,ACC-0135,USR-018,Brown-Wall - Renewal,Renewal,Closed Won,Closed,174000.0,USD,24,2025-09-02,2025-10-08,1,1,CTR-00440
OPP-000457,ACC-0136,USR-024,Stein-Silva - New Business,New Business,Closed Won,Closed,236000.0,USD,12,2023-04-24,2023-05-23,1,1,CTR-00441
OPP-000458,ACC-0136,USR-024,Stein-Silva - Renewal,Renewal,Closed Won,Closed,236000.0,USD,24,2024-02-23,2024-05-18,1,1,CTR-00442
OPP-000459,ACC-0136,USR-024,Stein-Silva - Churn,Churn,Closed Lost,Omitted,236000.0,USD,12,2024-12-19,2025-02-06,1,0,
OPP-000460,ACC-0137,USR-017,"Smith, Gilmore and Johnston - New Business",New Business,Closed Won,Closed,284000.0,EUR,12,2025-04-25,2025-05-24,1,1,CTR-00443
OPP-000461,ACC-0138,USR-015,Smith-Bell - New Business,New Business,Closed Won,Closed,364000.0,USD,36,2022-12-22,2023-04-06,1,1,CTR-00444
OPP-000462,ACC-0138,USR-015,Smith-Bell - Renewal,Renewal,Closed Won,Closed,364000.0,USD,12,2024-03-12,2024-04-12,1,1,CTR-00445
OPP-000463,ACC-0138,USR-015,Smith-Bell - Expansion,Expansion,Closed Won,Closed,120000.0,USD,12,2024-10-16,2024-11-11,1,1,CTR-00446
OPP-000464,ACC-0138,USR-015,Smith-Bell - Renewal,Renewal,Closed Won,Closed,484000.0,USD,12,2025-03-10,2025-04-19,1,1,CTR-00447
OPP-000465,ACC-0138,USR-015,Smith-Bell - Downgrade,Downgrade,Closed Won,Closed,-14000.0,USD,24,2025-02-26,2025-06-19,1,1,CTR-00448
OPP-000466,ACC-0139,USR-013,Castaneda-Ashley - New Business,New Business,Closed Won,Closed,85000.0,USD,36,2023-12-28,2024-04-11,1,1,CTR-00449
OPP-000467,ACC-0139,USR-013,Castaneda-Ashley - Renewal,Renewal,Closed Won,Closed,60000.0,USD,12,2025-03-19,2025-04-26,1,1,CTR-00450
OPP-000468,ACC-0140,USR-014,Medina-Navarro - New Business,New Business,Closed Won,Closed,1045000.0,EUR,24,2023-04-05,2023-05-24,1,1,CTR-00451
OPP-000469,ACC-0140,USR-014,Medina-Navarro - Renewal,Renewal,Closed Won,Closed,1045000.0,EUR,12,2024-02-05,2024-05-02,1,1,CTR-00452
OPP-000470,ACC-0140,USR-014,Medina-Navarro - Renewal,Renewal,Closed Won,Closed,1045000.0,EUR,24,2025-02-05,2025-05-10,1,1,CTR-00453
OPP-000471,ACC-0141,USR-007,"Hurst, Freeman and Nelson - New Business",New Business,Closed Won,Closed,216000.0,USD,24,2024-07-31,2024-11-09,1,1,CTR-00454
OPP-000472,ACC-0141,USR-007,"Hurst, Freeman and Nelson - Expansion",Expansion,Closed Won,Closed,198000.0,USD,24,2025-02-15,2025-06-13,1,1,CTR-00455
OPP-000473,ACC-0141,USR-007,"Hurst, Freeman and Nelson - Expansion",Expansion,Closed Won,Closed,132000.0,USD,12,2025-08-03,2025-10-08,1,1,CTR-00456
OPP-000474,ACC-0141,USR-007,"Hurst, Freeman and Nelson - Expansion",Expansion,Closed Won,Closed,88000.0,USD,12,2025-07-26,2025-10-22,1,1,CTR-00457
OPP-000475,ACC-0141,USR-007,"Hurst, Freeman and Nelson - Renewal",Renewal,Closed Won,Closed,616000.0,USD,36,2025-09-20,2025-11-20,1,1,CTR-00458
OPP-000476,ACC-0142,USR-018,Johnson-Rogers - New Business,New Business,Closed Won,Closed,1205000.0,USD,24,2023-09-13,2023-11-02,1,1,CTR-00459
OPP-000477,ACC-0142,USR-018,Johnson-Rogers - Renewal,Renewal,Closed Won,Closed,1180000.0,USD,36,2024-08-27,2024-11-22,1,1,CTR-00460
OPP-000478,ACC-0142,USR-018,Johnson-Rogers - Churn,Churn,Closed Lost,Omitted,1180000.0,USD,12,2024-09-04,2024-12-17,1,0,
OPP-000479,ACC-0143,USR-004,"Yates, Ramsey and Pittman - New Business",New Business,Closed Won,Closed,112000.0,USD,36,2024-09-11,2024-11-01,1,1,CTR-00461
OPP-000480,ACC-0143,USR-004,"Yates, Ramsey and Pittman - Expansion",Expansion,Closed Won,Closed,28000.0,USD,24,2024-12-07,2025-03-09,1,1,CTR-00462
OPP-000481,ACC-0143,USR-004,"Yates, Ramsey and Pittman - Renewal",Renewal,Closed Won,Closed,140000.0,USD,12,2025-09-25,2025-11-27,1,1,CTR-00463
OPP-000482,ACC-0143,USR-004,"Yates, Ramsey and Pittman - Expansion",Expansion,Closed Won,Closed,56000.0,USD,12,2025-10-31,2025-12-24,1,1,CTR-00464
OPP-000483,ACC-0144,USR-018,Hooper PLC - New Business,New Business,Closed Won,Closed,1063000.0,USD,24,2024-02-19,2024-06-18,1,1,CTR-00465
OPP-000484,ACC-0144,USR-018,Hooper PLC - Expansion,Expansion,Closed Won,Closed,24000.0,USD,24,2024-11-08,2024-12-26,1,1,CTR-00466
OPP-000485,ACC-0144,USR-018,Hooper PLC - Renewal,Renewal,Closed Won,Closed,1069000.0,USD,36,2025-04-10,2025-06-17,1,1,CTR-00467
OPP-000486,ACC-0145,USR-016,Meadows PLC - New Business,New Business,Closed Won,Closed,336000.0,USD,12,2024-07-27,2024-10-12,1,1,CTR-00468
OPP-000487,ACC-0145,USR-016,Meadows PLC - Expansion,Expansion,Closed Won,Closed,270000.0,USD,12,2025-03-22,2025-06-12,1,1,CTR-00469
OPP-000488,ACC-0145,USR-016,Meadows PLC - Expansion,Expansion,Closed Won,Closed,16000.0,USD,24,2025-03-31,2025-07-10,1,1,CTR-00470
OPP-000489,ACC-0145,USR-016,Meadows PLC - Renewal,Renewal,Closed Won,Closed,622000.0,USD,12,2025-08-03,2025-10-05,1,1,CTR-00471
OPP-000490,ACC-0146,USR-004,"Alvarado, Miller and Patterson - New Business",New Business,Closed Won,Closed,662000.0,USD,12,2022-12-06,2023-01-19,1,1,CTR-00472
OPP-000491,ACC-0146,USR-004,"Alvarado, Miller and Patterson - Renewal",Renewal,Closed Won,Closed,662000.0,USD,12,2023-10-30,2024-01-09,1,1,CTR-00473
